Seitentitel,URL,Anzahl fehlender Bilder,abgeleitetes Hauptthema,abgeleiteter Seitentyp,empfohlene Bildmotive,Bildposition,empfohlene Bildrolle,Vorschlag 1,Score 1,Begründung 1,Vorschlag 2,Score 2,Begründung 2,Vorschlag 3,Score 3,Begründung 3,Status,Review-Hinweis
Kanaluntersuchung,https://igienair.de/kanaluntersuchung/,2,Kanaluntersuchung / Kanalinspektion,Leistung,Luftkanäle; Kanalreinigung; Techniker an Kanal; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion,1,Hero,"assets/images/Anlagen/Luftkanalreinigung/ChatGPT Image 2. Mai 2026, 18_57_40.png",68,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal); Schlagwort-Treffer: luftkanalreinigung; Anlagen-Bildpool für Leistungsseite; Querformat für Hero-Rolle; Ausreichende Breite (1535px); KI-generierter Dateiname – manuell prüfen","assets/images/Leistungen/Hygieneinspektionvdi6022/ChatGPT Image 3. Mai 2026, 23_45_32.png",48,"Ordner-Segment ""hygieneinspektionvdi6022"" passt zu Seitenthema (inspektion, norm); Schlagwort-Treffer: hygieneinspektionvdi6022; Querformat für Hero-Rolle; Ausreichende Breite (1643px); KI-generierter Dateiname – manuell prüfen","assets/images/Leistungen/inspektionundgutachten/ChatGPT Image 3. Mai 2026, 23_35_18.png",48,"Ordner-Segment ""inspektionundgutachten"" passt zu Seitenthema (inspektion); Schlagwort-Treffer: inspektionundgutachten; Querformat für Hero-Rolle; Ausreichende Breite (1528px); KI-generierter Dateiname – manuell prüfen",needs_review,Score unter 75 – redaktionell prüfen.
Kanaluntersuchung,https://igienair.de/kanaluntersuchung/,2,Kanaluntersuchung / Kanalinspektion,Leistung,Luftkanäle; Kanalreinigung; Techniker an Kanal; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion,2,Content,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1037608377.jpeg,66,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal); Schlagwort-Treffer: luftkanalreinigung; Anlagen-Bildpool für Leistungsseite; Rasterbild für Content",assets/images/Leistungen/Hygieneinspektionvdi6022/AdobeStock_1846914301.jpeg,46,"Ordner-Segment ""hygieneinspektionvdi6022"" passt zu Seitenthema (inspektion, norm); Schlagwort-Treffer: hygieneinspektionvdi6022; Rasterbild für Content",assets/images/Leistungen/inspektionundgutachten/2.jpg,46,"Ordner-Segment ""inspektionundgutachten"" passt zu Seitenthema (inspektion); Schlagwort-Treffer: inspektionundgutachten; Rasterbild für Content",needs_review,Score unter 75 – redaktionell prüfen.
Reinigung & Desinfektion,https://igienair.de/reinigung-desinfektion/,3,Reinigung & Desinfektion,Leistung,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher,1,Hero,"assets/images/Anlagen/Luftkanalreinigung/ChatGPT Image 2. Mai 2026, 18_57_40.png",76,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Anlagen-Bildpool für Leistungsseite; Querformat für Hero-Rolle; Ausreichende Breite (1535px); KI-generierter Dateiname – manuell prüfen",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,68,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung; Anlagen-Bildpool für Leistungsseite",assets/images/Anlagen/Splitgeräte/Gemini_Generated_Image_i5bhmqi5bhmqi5bh.png,68,"Ordner-Segment ""splitgerate"" passt zu Seitenthema (kuehlung); Schlagwort-Treffer: anlagen; Anlagen-Bildpool für Leistungsseite; Querformat für Hero-Rolle; Ausreichende Breite (2664px); KI-generierter Dateiname – manuell prüfen",good_match,
Reinigung & Desinfektion,https://igienair.de/reinigung-desinfektion/,3,Reinigung & Desinfektion,Leistung,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher,2,Content,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1069337199.jpeg,74,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Anlagen-Bildpool für Leistungsseite; Rasterbild für Content",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,74,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung; Anlagen-Bildpool für Leistungsseite; Rasterbild für Content",assets/images/Anlagen/Kühlsystem/AdobeStock_154739650.jpeg,66,"Ordner-Segment ""kuhlsystem"" passt zu Seitenthema (kuehlung); Schlagwort-Treffer: anlagen; Anlagen-Bildpool für Leistungsseite; Rasterbild für Content",needs_review,Score unter 75 – redaktionell prüfen.
Reinigung & Desinfektion,https://igienair.de/reinigung-desinfektion/,3,Reinigung & Desinfektion,Leistung,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher,3,Detail/Prozess,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1080554539.jpeg,68,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Anlagen-Bildpool für Leistungsseite",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,68,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung; Anlagen-Bildpool für Leistungsseite",assets/images/Anlagen/Kühlsystem/AdobeStock_154739650.jpeg,60,"Ordner-Segment ""kuhlsystem"" passt zu Seitenthema (kuehlung); Schlagwort-Treffer: anlagen; Anlagen-Bildpool für Leistungsseite",needs_review,Score unter 75 – redaktionell prüfen.
Instandsetzung & Sanierung,https://igienair.de/instandsetzung-sanierung/,1,Instandsetzung & Sanierung,Leistung,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher,1,Hero,"assets/images/Anlagen/Luftkanalreinigung/ChatGPT Image 2. Mai 2026, 18_57_40.png",76,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Anlagen-Bildpool für Leistungsseite; Querformat für Hero-Rolle; Ausreichende Breite (1535px); KI-generierter Dateiname – manuell prüfen",assets/images/Anlagen/Kühlturmreinigung/AdobeStock_11902350.jpeg,68,"Ordner-Segment ""kuhlturmreinigung"" passt zu Seitenthema (kuehlturm); Schlagwort-Treffer: anlagen, kuhlturmreinigung; Anlagen-Bildpool für Leistungsseite",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,68,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung; Anlagen-Bildpool für Leistungsseite",good_match,
Energetische Inspektion,https://igienair.de/energetische-inspektion-geg-2020/,5,Energetische Inspektion von Klimaanlagen nach GEG 2020,Leistung,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Messung; Dokumentation; Inspektion; Team; Zertifikate; Unternehmensgebäude,1,Hero,"assets/images/Anlagen/Luftkanalreinigung/ChatGPT Image 2. Mai 2026, 18_57_40.png",68,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen; Anlagen-Bildpool für Leistungsseite; Querformat für Hero-Rolle; Ausreichende Breite (1535px); KI-generierter Dateiname – manuell prüfen",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,60,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen; Anlagen-Bildpool für Leistungsseite",assets/images/Anlagen/laborabzug/AdobeStock_1889962773.png,48,Schlagwort-Treffer: anlagen; Anlagen-Bildpool für Leistungsseite; Querformat für Hero-Rolle; Ausreichende Breite (6000px),needs_review,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Energetische Inspektion,https://igienair.de/energetische-inspektion-geg-2020/,5,Energetische Inspektion von Klimaanlagen nach GEG 2020,Leistung,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Messung; Dokumentation; Inspektion; Team; Zertifikate; Unternehmensgebäude,2,Content,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1080554539.jpeg,66,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen; Anlagen-Bildpool für Leistungsseite; Rasterbild für Content",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,66,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen; Anlagen-Bildpool für Leistungsseite; Rasterbild für Content",assets/images/Leistungen/Hygieneinspektionvdi6022/AdobeStock_1846914301.jpeg,46,"Ordner-Segment ""hygieneinspektionvdi6022"" passt zu Seitenthema (inspektion); Schlagwort-Treffer: hygieneinspektionvdi6022; Rasterbild für Content",needs_review,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Energetische Inspektion,https://igienair.de/energetische-inspektion-geg-2020/,5,Energetische Inspektion von Klimaanlagen nach GEG 2020,Leistung,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Messung; Dokumentation; Inspektion; Team; Zertifikate; Unternehmensgebäude,3,Detail/Prozess,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1250944905.jpeg,60,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen; Anlagen-Bildpool für Leistungsseite",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,60,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen; Anlagen-Bildpool für Leistungsseite",assets/images/Leistungen/Hygieneinspektionvdi6022/AdobeStock_1846914301.jpeg,40,"Ordner-Segment ""hygieneinspektionvdi6022"" passt zu Seitenthema (inspektion); Schlagwort-Treffer: hygieneinspektionvdi6022",needs_review,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Energetische Inspektion,https://igienair.de/energetische-inspektion-geg-2020/,5,Energetische Inspektion von Klimaanlagen nach GEG 2020,Leistung,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Messung; Dokumentation; Inspektion; Team; Zertifikate; Unternehmensgebäude,4,Anwendung/Kontext,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1284076216.jpeg,60,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen; Anlagen-Bildpool für Leistungsseite",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,60,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen; Anlagen-Bildpool für Leistungsseite",assets/images/Leistungen/Hygieneinspektionvdi6022/AdobeStock_1846914301.jpeg,40,"Ordner-Segment ""hygieneinspektionvdi6022"" passt zu Seitenthema (inspektion); Schlagwort-Treffer: hygieneinspektionvdi6022",needs_review,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
Energetische Inspektion,https://igienair.de/energetische-inspektion-geg-2020/,5,Energetische Inspektion von Klimaanlagen nach GEG 2020,Leistung,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Messung; Dokumentation; Inspektion; Team; Zertifikate; Unternehmensgebäude,5,Galerie 1,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1366193958.jpeg,60,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen; Anlagen-Bildpool für Leistungsseite",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,60,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen; Anlagen-Bildpool für Leistungsseite",assets/images/Leistungen/Hygieneinspektionvdi6022/AdobeStock_1846914301.jpeg,40,"Ordner-Segment ""hygieneinspektionvdi6022"" passt zu Seitenthema (inspektion); Schlagwort-Treffer: hygieneinspektionvdi6022",needs_review,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
VDI 6022,https://igienair.de/normen/vdi-6022/,1,Inspektion VDI 6022,Norm,Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion; Team; Zertifikate; Unternehmensgebäude,1,Hero,"assets/images/Leistungen/Hygieneinspektionvdi6022/ChatGPT Image 3. Mai 2026, 23_45_32.png",48,"Ordner-Segment ""hygieneinspektionvdi6022"" passt zu Seitenthema (inspektion, norm); Schlagwort-Treffer: hygieneinspektionvdi6022; Querformat für Hero-Rolle; Ausreichende Breite (1643px); KI-generierter Dateiname – manuell prüfen","assets/images/Leistungen/inspektionundgutachten/ChatGPT Image 3. Mai 2026, 23_35_18.png",48,"Ordner-Segment ""inspektionundgutachten"" passt zu Seitenthema (inspektion); Schlagwort-Treffer: inspektionundgutachten; Querformat für Hero-Rolle; Ausreichende Breite (1528px); KI-generierter Dateiname – manuell prüfen","assets/images/Leistungen/Reinigung-desinfektion/ChatGPT Image 3. Mai 2026, 22_55_33.png",48,"Ordner-Segment ""reinigung-desinfektion"" passt zu Seitenthema (reinigung); Schlagwort-Treffer: reinigung; Querformat für Hero-Rolle; Ausreichende Breite (1446px); KI-generierter Dateiname – manuell prüfen",weak_match,Score unter 75 – redaktionell prüfen.
VDI 2047-2,https://igienair.de/normen/vdi-2047/,1,VDI 2047-2,Norm,Kühlturm; Verdunstungskühler; Wetterschutz; Messung; Dokumentation; Inspektion,1,Hero,"assets/images/Leistungen/Hygieneinspektionvdi6022/ChatGPT Image 3. Mai 2026, 23_45_32.png",48,"Ordner-Segment ""hygieneinspektionvdi6022"" passt zu Seitenthema (inspektion, norm); Schlagwort-Treffer: hygieneinspektionvdi6022; Querformat für Hero-Rolle; Ausreichende Breite (1643px); KI-generierter Dateiname – manuell prüfen","assets/images/Leistungen/inspektionundgutachten/ChatGPT Image 3. Mai 2026, 23_35_18.png",48,"Ordner-Segment ""inspektionundgutachten"" passt zu Seitenthema (inspektion); Schlagwort-Treffer: inspektionundgutachten; Querformat für Hero-Rolle; Ausreichende Breite (1528px); KI-generierter Dateiname – manuell prüfen",assets/images/Anlagen/Kühlturmreinigung/AdobeStock_11902350.jpeg,40,"Ordner-Segment ""kuhlturmreinigung"" passt zu Seitenthema (kuehlturm); Schlagwort-Treffer: kuhlturmreinigung",weak_match,Score unter 75 – redaktionell prüfen.
VDI 2052 & BGR 111,https://igienair.de/normen/vdi-2052-bgr-111/,1,VDI 2052 & BGR 111,Norm,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion,1,Hero,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_331854111.jpeg,56,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: 331854111, anlagen, luftkanalreinigung",assets/images/rlt hygiene/Gemini_Generated_Image_m5eryum5eryum5er.png,56,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Querformat für Hero-Rolle; Ausreichende Breite (2528px); KI-generierter Dateiname – manuell prüfen",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",weak_match,Score unter 75 – redaktionell prüfen.
DIN EN 15780,https://igienair.de/normen/din-en-15780/,1,DIN EN 15780,Norm,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher,1,Hero,"assets/images/Anlagen/Luftkanalreinigung/ChatGPT Image 2. Mai 2026, 18_57_40.png",56,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Querformat für Hero-Rolle; Ausreichende Breite (1535px); KI-generierter Dateiname – manuell prüfen",assets/images/rlt hygiene/Gemini_Generated_Image_m5eryum5eryum5er.png,56,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Querformat für Hero-Rolle; Ausreichende Breite (2528px); KI-generierter Dateiname – manuell prüfen",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,48,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung",weak_match,Score unter 75 – redaktionell prüfen.
DIN EN 14175,https://igienair.de/normen/din-en-14175/,1,Normen,Norm,Arbeitsschutz; Reinigung im Einsatz; Teamarbeit,1,Hero,"assets/images/Leistungen/Hygieneinspektionvdi6022/ChatGPT Image 3. Mai 2026, 23_45_32.png",40,"Ordner-Segment ""hygieneinspektionvdi6022"" passt zu Seitenthema (norm); Querformat für Hero-Rolle; Ausreichende Breite (1643px); KI-generierter Dateiname – manuell prüfen","assets/images/Leistungen/Hygieneinspektionvdi6022/ChatGPT Image 3. Mai 2026, 23_45_48.png",40,"Ordner-Segment ""hygieneinspektionvdi6022"" passt zu Seitenthema (norm); Querformat für Hero-Rolle; Ausreichende Breite (1528px); KI-generierter Dateiname – manuell prüfen",assets/images/Leistungen/Hygieneinspektionvdi6022/Gemini_Generated_Image_9pukq39pukq39puk.png,40,"Ordner-Segment ""hygieneinspektionvdi6022"" passt zu Seitenthema (norm); Querformat für Hero-Rolle; Ausreichende Breite (2664px); KI-generierter Dateiname – manuell prüfen",weak_match,Score unter 75 – redaktionell prüfen.
Anlagen,https://igienair.de/anlagen/,1,Anlagen,Informationsseite,RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Messung; Dokumentation; Inspektion,1,Hero,"assets/images/Anlagen/Luftkanalreinigung/ChatGPT Image 2. Mai 2026, 19_07_09.png",56,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Querformat für Hero-Rolle; Ausreichende Breite (1537px); KI-generierter Dateiname – manuell prüfen",assets/images/rlt hygiene/Gemini_Generated_Image_m5eryum5eryum5er.png,56,"Ordner-Segment ""rlt"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: rlt, hygiene; Querformat für Hero-Rolle; Ausreichende Breite (2528px); KI-generierter Dateiname – manuell prüfen",assets/images/Anlagen/Kühlturmreinigung/AdobeStock_11902350.jpeg,48,"Ordner-Segment ""kuhlturmreinigung"" passt zu Seitenthema (kuehlturm); Schlagwort-Treffer: anlagen, kuhlturmreinigung",weak_match,Score unter 75 – redaktionell prüfen.
Lüftungsanlagen,https://igienair.de/anlagen/lueftungsreinigung/,7,Die Lüftungsreinigung VDI 6022 schützt Kunden und Mitarbeiter,Leistung-Anlage,Luftkanäle; Kanalreinigung; Techniker an Kanal; RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Team; Zertifikate; Unternehmensgebäude; Arbeitsschutz; Reinigung im Einsatz; Teamarbeit,1,Hero,assets/images/Anlagen/Luftkanalreinigung/AdobeStock_883366022.jpeg,76,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal, lueftung); Schlagwort-Treffer: 883366022, anlagen, luftkanalreinigung; Anlagen-Bildpool für Leistungsseite",assets/images/Anlagen/Kühlturmreinigung/AdobeStock_11902350.jpeg,68,"Ordner-Segment ""kuhlturmreinigung"" passt zu Seitenthema (kuehlturm); Schlagwort-Treffer: anlagen, kuhlturmreinigung; Anlagen-Bildpool für Leistungsseite",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,68,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung; Anlagen-Bildpool für Leistungsseite",good_match,Platzhaltertext auf Seite.
Lüftungsanlagen,https://igienair.de/anlagen/lueftungsreinigung/,7,Die Lüftungsreinigung VDI 6022 schützt Kunden und Mitarbeiter,Leistung-Anlage,Luftkanäle; Kanalreinigung; Techniker an Kanal; RLT-Anlage; Lüftungszentrale; Kanäle und Ventile; Kühlturm; Verdunstungskühler; Wetterschutz; Reinigungstechniker; Hygieneausrüstung; Vorher/Nachher; Team; Zertifikate; Unternehmensgebäude; Arbeitsschutz; Reinigung im Einsatz; Teamarbeit,2,Content,assets/images/Anlagen/Kühlturmreinigung/AdobeStock_11902350.jpeg,74,"Ordner-Segment ""kuhlturmreinigung"" passt zu Seitenthema (kuehlturm); Schlagwort-Treffer: anlagen, kuhlturmreinigung; Anlagen-Bildpool für Leistungsseite; Rasterbild für Content",assets/images/Anlagen/Luftkanalreinigung/AdobeStock_1080554539.jpeg,74,"Ordner-Segment ""luftkanalreinigung"" passt zu Seitenthema (luftkanal, lueftung); Schlagwort-Treffer: anlagen, luftkanalreinigung; Anlagen-Bildpool für Leistungsseite; Rasterbild für Content",assets/images/Anlagen/lüftungsreinigung/AdobeStock_1721165770.jpeg,74,"Ordner-Segment ""luftungsreinigung"" passt zu Seitenthema (lueftung); Schlagwort-Treffer: anlagen, luftungsreinigung; Anlagen-Bildpool für Leistungsseite; Rasterbild für Content",needs_review,Platzhaltertext auf Seite. Score unter 75 – redaktionell prüfen.
